0.2,-11.25
10.55,-6.85
-10.4,-9
3.05,-9
9.65,-2.25
-6.55,-2.05
9.25,1.35
-10.3,3.4
2.9,5.8
11.8,6.4
-10.55,7
2.15,7.5
-2.7,10.3
